inventory_id,film_id,store_id,last_update
735,160,2,2021-03-06 15:52:14
736,161,1,2021-03-06 15:52:14
737,161,1,2021-03-06 15:52:14
738,162,1,2021-03-06 15:52:14
739,162,1,2021-03-06 15:52:14
740,162,1,2021-03-06 15:52:14
741,162,2,2021-03-06 15:52:14
742,162,2,2021-03-06 15:52:14
743,162,2,2021-03-06 15:52:14
744,162,2,2021-03-06 15:52:14
745,163,2,2021-03-06 15:52:14
746,163,2,2021-03-06 15:52:14
747,163,2,2021-03-06 15:52:14
748,164,1,2021-03-06 15:52:14
749,164,1,2021-03-06 15:52:14
750,164,2,2021-03-06 15:52:14
751,164,2,2021-03-06 15:52:14
752,164,2,2021-03-06 15:52:14
753,165,1,2021-03-06 15:52:14
754,165,1,2021-03-06 15:52:14
755,165,1,2021-03-06 15:52:14
756,165,2,2021-03-06 15:52:14
757,165,2,2021-03-06 15:52:14
758,166,1,2021-03-06 15:52:14
759,166,1,2021-03-06 15:52:14
760,166,1,2021-03-06 15:52:14
761,166,1,2021-03-06 15:52:14
762,166,2,2021-03-06 15:52:14
763,166,2,2021-03-06 15:52:14
764,167,1,2021-03-06 15:52:14
765,167,1,2021-03-06 15:52:14
766,167,1,2021-03-06 15:52:14
767,167,1,2021-03-06 15:52:14
768,167,2,2021-03-06 15:52:14
769,167,2,2021-03-06 15:52:14
770,167,2,2021-03-06 15:52:14
771,168,1,2021-03-06 15:52:14
772,168,1,2021-03-06 15:52:14
773,169,1,2021-03-06 15:52:14
774,169,1,2021-03-06 15:52:14
775,169,2,2021-03-06 15:52:14
776,169,2,2021-03-06 15:52:14
777,170,1,2021-03-06 15:52:14
778,170,1,2021-03-06 15:52:14
779,170,2,2021-03-06 15:52:14
780,170,2,2021-03-06 15:52:14
781,170,2,2021-03-06 15:52:15
782,170,2,2021-03-06 15:52:15
783,172,1,2021-03-06 15:52:15
784,172,1,2021-03-06 15:52:15
785,172,1,2021-03-06 15:52:15
786,172,1,2021-03-06 15:52:15
787,172,2,2021-03-06 15:52:15
788,172,2,2021-03-06 15:52:15
789,172,2,2021-03-06 15:52:15
790,173,1,2021-03-06 15:52:15
791,173,1,2021-03-06 15:52:15
792,173,1,2021-03-06 15:52:15
793,173,2,2021-03-06 15:52:15
794,173,2,2021-03-06 15:52:15
795,174,1,2021-03-06 15:52:15
796,174,1,2021-03-06 15:52:15
797,174,1,2021-03-06 15:52:15
798,174,1,2021-03-06 15:52:15
799,174,2,2021-03-06 15:52:15
800,174,2,2021-03-06 15:52:15
801,174,2,2021-03-06 15:52:15
802,174,2,2021-03-06 15:52:15
803,175,1,2021-03-06 15:52:15
804,175,1,2021-03-06 15:52:15
805,175,2,2021-03-06 15:52:15
806,175,2,2021-03-06 15:52:15
807,175,2,2021-03-06 15:52:15
808,176,1,2021-03-06 15:52:15
809,176,1,2021-03-06 15:52:15
810,176,2,2021-03-06 15:52:15
811,176,2,2021-03-06 15:52:15
812,176,2,2021-03-06 15:52:15
813,176,2,2021-03-06 15:52:15
814,177,2,2021-03-06 15:52:15
815,177,2,2021-03-06 15:52:15
816,177,2,2021-03-06 15:52:15
817,178,1,2021-03-06 15:52:15
818,178,1,2021-03-06 15:52:15
819,179,1,2021-03-06 15:52:15
820,179,1,2021-03-06 15:52:15
821,179,1,2021-03-06 15:52:15
822,179,1,2021-03-06 15:52:15
823,180,2,2021-03-06 15:52:15
824,180,2,2021-03-06 15:52:15
825,181,1,2021-03-06 15:52:15
826,181,1,2021-03-06 15:52:15
827,181,1,2021-03-06 15:52:15
828,181,2,2021-03-06 15:52:15
829,181,2,2021-03-06 15:52:15
830,181,2,2021-03-06 15:52:15
831,181,2,2021-03-06 15:52:15
832,182,1,2021-03-06 15:52:15
833,182,1,2021-03-06 15:52:15
834,183,1,2021-03-06 15:52:15
835,183,1,2021-03-06 15:52:15
836,183,1,2021-03-06 15:52:15
837,183,2,2021-03-06 15:52:15
838,183,2,2021-03-06 15:52:15
839,183,2,2021-03-06 15:52:15
840,184,1,2021-03-06 15:52:15
841,184,1,2021-03-06 15:52:15
842,184,2,2021-03-06 15:52:15
843,184,2,2021-03-06 15:52:15
844,184,2,2021-03-06 15:52:15
845,185,1,2021-03-06 15:52:15
846,185,1,2021-03-06 15:52:15
847,186,1,2021-03-06 15:52:15
848,186,1,2021-03-06 15:52:15
849,186,2,2021-03-06 15:52:15
850,186,2,2021-03-06 15:52:15
851,187,2,2021-03-06 15:52:15
852,187,2,2021-03-06 15:52:15
853,187,2,2021-03-06 15:52:15
854,188,1,2021-03-06 15:52:15
855,188,1,2021-03-06 15:52:15
856,188,1,2021-03-06 15:52:15
857,189,1,2021-03-06 15:52:15
858,189,1,2021-03-06 15:52:15
859,189,2,2021-03-06 15:52:15
860,189,2,2021-03-06 15:52:15
861,189,2,2021-03-06 15:52:15
862,189,2,2021-03-06 15:52:15
863,190,2,2021-03-06 15:52:15
864,190,2,2021-03-06 15:52:15
865,190,2,2021-03-06 15:52:15
866,190,2,2021-03-06 15:52:15
867,191,1,2021-03-06 15:52:15
868,191,1,2021-03-06 15:52:15
869,191,1,2021-03-06 15:52:15
870,191,2,2021-03-06 15:52:15
871,191,2,2021-03-06 15:52:15
872,191,2,2021-03-06 15:52:15
873,193,1,2021-03-06 15:52:15
874,193,1,2021-03-06 15:52:15
875,193,1,2021-03-06 15:52:15
876,193,1,2021-03-06 15:52:15
877,193,2,2021-03-06 15:52:15
878,193,2,2021-03-06 15:52:15
879,193,2,2021-03-06 15:52:15
880,193,2,2021-03-06 15:52:15
881,194,1,2021-03-06 15:52:15
882,194,1,2021-03-06 15:52:15
883,194,2,2021-03-06 15:52:15
884,194,2,2021-03-06 15:52:15
885,196,1,2021-03-06 15:52:15
886,196,1,2021-03-06 15:52:15
887,197,1,2021-03-06 15:52:15
888,197,1,2021-03-06 15:52:15
889,199,1,2021-03-06 15:52:15
890,199,1,2021-03-06 15:52:15
891,199,1,2021-03-06 15:52:15
892,199,1,2021-03-06 15:52:15
893,199,2,2021-03-06 15:52:15
894,199,2,2021-03-06 15:52:15
895,199,2,2021-03-06 15:52:15
896,199,2,2021-03-06 15:52:15
897,200,1,2021-03-06 15:52:15
898,200,1,2021-03-06 15:52:15
899,200,1,2021-03-06 15:52:15
900,200,1,2021-03-06 15:52:15
901,200,2,2021-03-06 15:52:15
902,200,2,2021-03-06 15:52:15
903,200,2,2021-03-06 15:52:15
904,200,2,2021-03-06 15:52:15
905,201,1,2021-03-06 15:52:15
906,201,1,2021-03-06 15:52:15
907,201,1,2021-03-06 15:52:15
908,201,1,2021-03-06 15:52:15
909,202,1,2021-03-06 15:52:16
910,202,1,2021-03-06 15:52:16
911,202,1,2021-03-06 15:52:16
912,203,2,2021-03-06 15:52:16
913,203,2,2021-03-06 15:52:16
914,203,2,2021-03-06 15:52:16
915,203,2,2021-03-06 15:52:16
916,204,1,2021-03-06 15:52:16
917,204,1,2021-03-06 15:52:16
918,204,1,2021-03-06 15:52:16
919,204,1,2021-03-06 15:52:16
920,204,2,2021-03-06 15:52:16
921,204,2,2021-03-06 15:52:16
922,205,1,2021-03-06 15:52:16
923,205,1,2021-03-06 15:52:16
924,205,1,2021-03-06 15:52:16
925,205,1,2021-03-06 15:52:16
926,206,1,2021-03-06 15:52:16
927,206,1,2021-03-06 15:52:16
928,206,1,2021-03-06 15:52:16
929,206,1,2021-03-06 15:52:16
930,206,2,2021-03-06 15:52:16
931,206,2,2021-03-06 15:52:16
932,206,2,2021-03-06 15:52:16
933,206,2,2021-03-06 15:52:16
934,207,1,2021-03-06 15:52:16
935,207,1,2021-03-06 15:52:16
936,207,1,2021-03-06 15:52:16
937,207,1,2021-03-06 15:52:16
938,208,1,2021-03-06 15:52:16
939,208,1,2021-03-06 15:52:16
940,208,1,2021-03-06 15:52:16
941,209,1,2021-03-06 15:52:16
942,209,1,2021-03-06 15:52:16
943,209,1,2021-03-06 15:52:16
944,209,1,2021-03-06 15:52:16
945,210,2,2021-03-06 15:52:16
946,210,2,2021-03-06 15:52:16
947,210,2,2021-03-06 15:52:16
948,211,1,2021-03-06 15:52:16
949,211,1,2021-03-06 15:52:16
950,212,1,2021-03-06 15:52:16
951,212,1,2021-03-06 15:52:16
952,212,1,2021-03-06 15:52:16
953,212,2,2021-03-06 15:52:16
954,212,2,2021-03-06 15:52:16
955,213,1,2021-03-06 15:52:16
956,213,1,2021-03-06 15:52:16
957,213,1,2021-03-06 15:52:16
958,213,1,2021-03-06 15:52:16
959,214,2,2021-03-06 15:52:16
960,214,2,2021-03-06 15:52:16
961,214,2,2021-03-06 15:52:16
962,214,2,2021-03-06 15:52:16
963,215,1,2021-03-06 15:52:16
964,215,1,2021-03-06 15:52:16
965,215,1,2021-03-06 15:52:16
966,215,2,2021-03-06 15:52:16
967,215,2,2021-03-06 15:52:16
968,215,2,2021-03-06 15:52:16
969,216,1,2021-03-06 15:52:16
970,216,1,2021-03-06 15:52:16
971,216,2,2021-03-06 15:52:16
972,216,2,2021-03-06 15:52:16
973,216,2,2021-03-06 15:52:16
974,218,1,2021-03-06 15:52:16
975,218,1,2021-03-06 15:52:16
976,218,1,2021-03-06 15:52:16
977,218,1,2021-03-06 15:52:16
978,218,2,2021-03-06 15:52:16
979,218,2,2021-03-06 15:52:16
980,218,2,2021-03-06 15:52:16
981,219,1,2021-03-06 15:52:16
982,219,1,2021-03-06 15:52:16
983,219,1,2021-03-06 15:52:16
984,219,1,2021-03-06 15:52:16
985,220,1,2021-03-06 15:52:16
986,220,1,2021-03-06 15:52:16
987,220,1,2021-03-06 15:52:16
988,220,1,2021-03-06 15:52:16
989,220,2,2021-03-06 15:52:16
990,220,2,2021-03-06 15:52:16
991,220,2,2021-03-06 15:52:16
992,220,2,2021-03-06 15:52:16
993,222,1,2021-03-06 15:52:16
994,222,1,2021-03-06 15:52:16
995,222,2,2021-03-06 15:52:16
996,222,2,2021-03-06 15:52:16
997,222,2,2021-03-06 15:52:16
998,222,2,2021-03-06 15:52:16
999,223,2,2021-03-06 15:52:16
1000,223,2,2021-03-06 15:52:16
1001,224,1,2021-03-06 15:52:16
1002,224,1,2021-03-06 15:52:16
1003,225,1,2021-03-06 15:52:16
1004,225,1,2021-03-06 15:52:16
1005,225,1,2021-03-06 15:52:16
1006,226,1,2021-03-06 15:52:16
1007,226,1,2021-03-06 15:52:16
1008,226,2,2021-03-06 15:52:16
1009,226,2,2021-03-06 15:52:16
1010,226,2,2021-03-06 15:52:16
1011,227,1,2021-03-06 15:52:16
1012,227,1,2021-03-06 15:52:16
1013,227,1,2021-03-06 15:52:16
1014,227,2,2021-03-06 15:52:16
1015,227,2,2021-03-06 15:52:16
1016,228,1,2021-03-06 15:52:16
1017,228,1,2021-03-06 15:52:16
1018,228,1,2021-03-06 15:52:16
1019,228,2,2021-03-06 15:52:16
1020,228,2,2021-03-06 15:52:16
1021,228,2,2021-03-06 15:52:16
1022,228,2,2021-03-06 15:52:16
1023,229,1,2021-03-06 15:52:16
1024,229,1,2021-03-06 15:52:16
1025,229,2,2021-03-06 15:52:16
1026,229,2,2021-03-06 15:52:16
1027,230,1,2021-03-06 15:52:16
1028,230,1,2021-03-06 15:52:16
1029,231,1,2021-03-06 15:52:16
1030,231,1,2021-03-06 15:52:16
1031,231,1,2021-03-06 15:52:16
1032,231,1,2021-03-06 15:52:16
1033,231,2,2021-03-06 15:52:16
1034,231,2,2021-03-06 15:52:16
1035,231,2,2021-03-06 15:52:16
1036,231,2,2021-03-06 15:52:16
1037,232,1,2021-03-06 15:52:16
1038,232,1,2021-03-06 15:52:16
1039,232,1,2021-03-06 15:52:16
1040,232,2,2021-03-06 15:52:16
1041,232,2,2021-03-06 15:52:16
1042,233,1,2021-03-06 15:52:17
1043,233,1,2021-03-06 15:52:17
1044,233,1,2021-03-06 15:52:17
1045,233,1,2021-03-06 15:52:17
1046,233,2,2021-03-06 15:52:17
1047,233,2,2021-03-06 15:52:17
1048,234,1,2021-03-06 15:52:17
1049,234,1,2021-03-06 15:52:17
1050,234,1,2021-03-06 15:52:17
1051,234,1,2021-03-06 15:52:17
1052,234,2,2021-03-06 15:52:17
1053,234,2,2021-03-06 15:52:17
1054,234,2,2021-03-06 15:52:17
1055,235,1,2021-03-06 15:52:17
1056,235,1,2021-03-06 15:52:17
1057,235,2,2021-03-06 15:52:17
1058,235,2,2021-03-06 15:52:17
1059,235,2,2021-03-06 15:52:17
1060,235,2,2021-03-06 15:52:17
1061,236,2,2021-03-06 15:52:17
1062,236,2,2021-03-06 15:52:17
1063,236,2,2021-03-06 15:52:17
1064,236,2,2021-03-06 15:52:17
1065,237,1,2021-03-06 15:52:17
1066,237,1,2021-03-06 15:52:17
1067,238,1,2021-03-06 15:52:17
1068,238,1,2021-03-06 15:52:17
1069,239,1,2021-03-06 15:52:17
1070,239,1,2021-03-06 15:52:17
1071,239,1,2021-03-06 15:52:17
1072,239,1,2021-03-06 15:52:17
1073,239,2,2021-03-06 15:52:17
1074,239,2,2021-03-06 15:52:17
1075,239,2,2021-03-06 15:52:17
1076,239,2,2021-03-06 15:52:17
1077,240,2,2021-03-06 15:52:17
1078,240,2,2021-03-06 15:52:17
1079,240,2,2021-03-06 15:52:17
1080,241,1,2021-03-06 15:52:17
1081,241,1,2021-03-06 15:52:17
1082,241,1,2021-03-06 15:52:17
1083,241,1,2021-03-06 15:52:17
1084,242,1,2021-03-06 15:52:17
1085,242,1,2021-03-06 15:52:17
1086,242,2,2021-03-06 15:52:17
1087,242,2,2021-03-06 15:52:17
1088,242,2,2021-03-06 15:52:17
1089,243,1,2021-03-06 15:52:17
1090,243,1,2021-03-06 15:52:17
1091,243,2,2021-03-06 15:52:17
1092,243,2,2021-03-06 15:52:17
1093,243,2,2021-03-06 15:52:17
1094,243,2,2021-03-06 15:52:17
1095,244,1,2021-03-06 15:52:17
1096,244,1,2021-03-06 15:52:17
1097,244,1,2021-03-06 15:52:17
1098,244,1,2021-03-06 15:52:17
1099,244,2,2021-03-06 15:52:17
1100,244,2,2021-03-06 15:52:17
1101,244,2,2021-03-06 15:52:17
1102,245,1,2021-03-06 15:52:17
1103,245,1,2021-03-06 15:52:17
1104,245,1,2021-03-06 15:52:17
1105,245,2,2021-03-06 15:52:17
1106,245,2,2021-03-06 15:52:17
1107,245,2,2021-03-06 15:52:17
1108,245,2,2021-03-06 15:52:17
1109,246,2,2021-03-06 15:52:17
1110,246,2,2021-03-06 15:52:17
1111,246,2,2021-03-06 15:52:17
1112,247,1,2021-03-06 15:52:17
1113,247,1,2021-03-06 15:52:17
1114,247,1,2021-03-06 15:52:17
1115,247,2,2021-03-06 15:52:17
1116,247,2,2021-03-06 15:52:17
1117,247,2,2021-03-06 15:52:17
1118,247,2,2021-03-06 15:52:17
1119,248,2,2021-03-06 15:52:17
1120,248,2,2021-03-06 15:52:17
1121,249,1,2021-03-06 15:52:17
1122,249,1,2021-03-06 15:52:17
1123,249,2,2021-03-06 15:52:17
1124,249,2,2021-03-06 15:52:17
1125,249,2,2021-03-06 15:52:17
1126,249,2,2021-03-06 15:52:17
1127,250,2,2021-03-06 15:52:17
1128,250,2,2021-03-06 15:52:17
1129,250,2,2021-03-06 15:52:17
1130,250,2,2021-03-06 15:52:17
1131,251,1,2021-03-06 15:52:17
1132,251,1,2021-03-06 15:52:17
1133,251,2,2021-03-06 15:52:17
1134,251,2,2021-03-06 15:52:17
1135,251,2,2021-03-06 15:52:17
1136,252,1,2021-03-06 15:52:17
1137,252,1,2021-03-06 15:52:17
1138,252,1,2021-03-06 15:52:17
1139,252,2,2021-03-06 15:52:17
1140,252,2,2021-03-06 15:52:17
1141,252,2,2021-03-06 15:52:17
1142,253,1,2021-03-06 15:52:17
1143,253,1,2021-03-06 15:52:17
1144,253,1,2021-03-06 15:52:17
1145,253,1,2021-03-06 15:52:17
1146,253,2,2021-03-06 15:52:17
1147,253,2,2021-03-06 15:52:17
1148,254,1,2021-03-06 15:52:17
1149,254,1,2021-03-06 15:52:17
1150,254,2,2021-03-06 15:52:17
1151,254,2,2021-03-06 15:52:17
1152,254,2,2021-03-06 15:52:17
1153,255,1,2021-03-06 15:52:17
1154,255,1,2021-03-06 15:52:17
1155,255,1,2021-03-06 15:52:17
1156,255,1,2021-03-06 15:52:17
1157,255,2,2021-03-06 15:52:17
1158,255,2,2021-03-06 15:52:17
1159,256,2,2021-03-06 15:52:17
1160,256,2,2021-03-06 15:52:17
1161,256,2,2021-03-06 15:52:17
1162,257,2,2021-03-06 15:52:17
1163,257,2,2021-03-06 15:52:17
1164,257,2,2021-03-06 15:52:17
1165,258,2,2021-03-06 15:52:17
1166,258,2,2021-03-06 15:52:17
1167,258,2,2021-03-06 15:52:17
1168,258,2,2021-03-06 15:52:18
1169,259,1,2021-03-06 15:52:18
1170,259,1,2021-03-06 15:52:18
1171,260,2,2021-03-06 15:52:18
1172,260,2,2021-03-06 15:52:18
1173,260,2,2021-03-06 15:52:18
1174,260,2,2021-03-06 15:52:18
1175,261,1,2021-03-06 15:52:18
1176,261,1,2021-03-06 15:52:18
1177,262,2,2021-03-06 15:52:18
1178,262,2,2021-03-06 15:52:18
1179,263,1,2021-03-06 15:52:18
1180,263,1,2021-03-06 15:52:18
1181,263,1,2021-03-06 15:52:18
1182,263,1,2021-03-06 15:52:18
1183,263,2,2021-03-06 15:52:18
1184,263,2,2021-03-06 15:52:18
1185,263,2,2021-03-06 15:52:18
1186,264,2,2021-03-06 15:52:18
1187,264,2,2021-03-06 15:52:18
1188,265,1,2021-03-06 15:52:18
1189,265,1,2021-03-06 15:52:18
1190,265,1,2021-03-06 15:52:18
1191,265,1,2021-03-06 15:52:18
1192,266,1,2021-03-06 15:52:18
1193,266,1,2021-03-06 15:52:18
1194,266,1,2021-03-06 15:52:18
1195,266,1,2021-03-06 15:52:18
1196,266,2,2021-03-06 15:52:18
1197,266,2,2021-03-06 15:52:18
1198,266,2,2021-03-06 15:52:18
1199,266,2,2021-03-06 15:52:18
1200,267,1,2021-03-06 15:52:18
1201,267,1,2021-03-06 15:52:18
1202,267,1,2021-03-06 15:52:18
1203,267,1,2021-03-06 15:52:18
1204,267,2,2021-03-06 15:52:18
1205,267,2,2021-03-06 15:52:18
1206,268,2,2021-03-06 15:52:18
1207,268,2,2021-03-06 15:52:18
1208,269,1,2021-03-06 15:52:18
1209,269,1,2021-03-06 15:52:18
1210,269,2,2021-03-06 15:52:18
1211,269,2,2021-03-06 15:52:18
1212,269,2,2021-03-06 15:52:18
1213,269,2,2021-03-06 15:52:18
1214,270,1,2021-03-06 15:52:18
1215,270,1,2021-03-06 15:52:18
1216,270,1,2021-03-06 15:52:18
1217,270,2,2021-03-06 15:52:18
1218,270,2,2021-03-06 15:52:18
1219,270,2,2021-03-06 15:52:18
1220,270,2,2021-03-06 15:52:18
1221,271,1,2021-03-06 15:52:18
1222,271,1,2021-03-06 15:52:18
1223,271,1,2021-03-06 15:52:18
1224,271,2,2021-03-06 15:52:18
1225,271,2,2021-03-06 15:52:18
1226,272,1,2021-03-06 15:52:18
1227,272,1,2021-03-06 15:52:18
1228,272,1,2021-03-06 15:52:18
1229,272,1,2021-03-06 15:52:18
1230,273,1,2021-03-06 15:52:18
1231,273,1,2021-03-06 15:52:18
1232,273,1,2021-03-06 15:52:18
1233,273,1,2021-03-06 15:52:18
1234,273,2,2021-03-06 15:52:18
1235,273,2,2021-03-06 15:52:18
1236,273,2,2021-03-06 15:52:18
1237,274,1,2021-03-06 15:52:18
1238,274,1,2021-03-06 15:52:18
1239,274,1,2021-03-06 15:52:18
1240,274,2,2021-03-06 15:52:18
1241,274,2,2021-03-06 15:52:18
1242,274,2,2021-03-06 15:52:18
1243,274,2,2021-03-06 15:52:18
1244,275,1,2021-03-06 15:52:18
1245,275,1,2021-03-06 15:52:18
1246,275,1,2021-03-06 15:52:18
1247,275,2,2021-03-06 15:52:18
1248,275,2,2021-03-06 15:52:18
1249,276,1,2021-03-06 15:52:18
1250,276,1,2021-03-06 15:52:18
1251,276,1,2021-03-06 15:52:18
1252,276,1,2021-03-06 15:52:18
1253,277,1,2021-03-06 15:52:18
1254,277,1,2021-03-06 15:52:18
1255,277,1,2021-03-06 15:52:18
1256,278,1,2021-03-06 15:52:18
1257,278,1,2021-03-06 15:52:18
1258,279,1,2021-03-06 15:52:18
1259,279,1,2021-03-06 15:52:18
1260,280,1,2021-03-06 15:52:18
1261,280,1,2021-03-06 15:52:18
1262,280,1,2021-03-06 15:52:18
1263,280,1,2021-03-06 15:52:18
1264,280,2,2021-03-06 15:52:18
1265,280,2,2021-03-06 15:52:18
1266,281,1,2021-03-06 15:52:18
1267,281,1,2021-03-06 15:52:18
1268,281,2,2021-03-06 15:52:18
1269,281,2,2021-03-06 15:52:18
1270,281,2,2021-03-06 15:52:18
1271,281,2,2021-03-06 15:52:18
1272,282,1,2021-03-06 15:52:18
1273,282,1,2021-03-06 15:52:18
1274,282,1,2021-03-06 15:52:18
1275,282,2,2021-03-06 15:52:18
1276,282,2,2021-03-06 15:52:18
1277,282,2,2021-03-06 15:52:18
1278,283,1,2021-03-06 15:52:18
1279,283,1,2021-03-06 15:52:18
1280,283,1,2021-03-06 15:52:18
1281,284,1,2021-03-06 15:52:18
1282,284,1,2021-03-06 15:52:18
1283,284,1,2021-03-06 15:52:18
1284,284,2,2021-03-06 15:52:18
1285,284,2,2021-03-06 15:52:18
1286,284,2,2021-03-06 15:52:18
1287,284,2,2021-03-06 15:52:19
1288,285,1,2021-03-06 15:52:19
1289,285,1,2021-03-06 15:52:19
1290,285,1,2021-03-06 15:52:19
1291,285,2,2021-03-06 15:52:19
1292,285,2,2021-03-06 15:52:19
1293,285,2,2021-03-06 15:52:19
1294,285,2,2021-03-06 15:52:19
1295,286,1,2021-03-06 15:52:19
1296,286,1,2021-03-06 15:52:19
1297,286,2,2021-03-06 15:52:19
1298,286,2,2021-03-06 15:52:19
1299,286,2,2021-03-06 15:52:19
1300,287,1,2021-03-06 15:52:19
1301,287,1,2021-03-06 15:52:19
1302,287,2,2021-03-06 15:52:19
1303,287,2,2021-03-06 15:52:19
1304,288,1,2021-03-06 15:52:19
1305,288,1,2021-03-06 15:52:19
1306,288,2,2021-03-06 15:52:19
1307,288,2,2021-03-06 15:52:19
1308,288,2,2021-03-06 15:52:19
1309,288,2,2021-03-06 15:52:19
1310,289,1,2021-03-06 15:52:19
1311,289,1,2021-03-06 15:52:19
1312,290,1,2021-03-06 15:52:19
1313,290,1,2021-03-06 15:52:19
1314,290,1,2021-03-06 15:52:19
1315,291,1,2021-03-06 15:52:19
1316,291,1,2021-03-06 15:52:19
1317,291,1,2021-03-06 15:52:19
1318,291,1,2021-03-06 15:52:19
1319,292,1,2021-03-06 15:52:19
1320,292,1,2021-03-06 15:52:19
1321,292,1,2021-03-06 15:52:19
1322,292,2,2021-03-06 15:52:19
1323,292,2,2021-03-06 15:52:19
1324,292,2,2021-03-06 15:52:19
1325,293,1,2021-03-06 15:52:19
1326,293,1,2021-03-06 15:52:19
1327,293,2,2021-03-06 15:52:19
1328,293,2,2021-03-06 15:52:19
1329,293,2,2021-03-06 15:52:19
1330,294,1,2021-03-06 15:52:19
1331,294,1,2021-03-06 15:52:19
1332,294,2,2021-03-06 15:52:19
1333,294,2,2021-03-06 15:52:19
1334,294,2,2021-03-06 15:52:19
1335,295,1,2021-03-06 15:52:19
1336,295,1,2021-03-06 15:52:19
1337,295,1,2021-03-06 15:52:19
1338,295,1,2021-03-06 15:52:19
1339,295,2,2021-03-06 15:52:19
1340,295,2,2021-03-06 15:52:19
1341,295,2,2021-03-06 15:52:19
1342,295,2,2021-03-06 15:52:19
1343,296,1,2021-03-06 15:52:19
1344,296,1,2021-03-06 15:52:19
1345,296,1,2021-03-06 15:52:19
1346,296,1,2021-03-06 15:52:19
1347,297,2,2021-03-06 15:52:19
1348,297,2,2021-03-06 15:52:19
1349,298,1,2021-03-06 15:52:19
1350,298,1,2021-03-06 15:52:19
1351,298,2,2021-03-06 15:52:19
1352,298,2,2021-03-06 15:52:19
1353,298,2,2021-03-06 15:52:19
1354,299,1,2021-03-06 15:52:19
1355,299,1,2021-03-06 15:52:19
1356,299,1,2021-03-06 15:52:19
1357,299,1,2021-03-06 15:52:19
1358,300,1,2021-03-06 15:52:19
1359,300,1,2021-03-06 15:52:19
1360,300,2,2021-03-06 15:52:19
1361,300,2,2021-03-06 15:52:19
1362,300,2,2021-03-06 15:52:19
1363,300,2,2021-03-06 15:52:19
1364,301,1,2021-03-06 15:52:19
1365,301,1,2021-03-06 15:52:19
1366,301,1,2021-03-06 15:52:19
1367,301,1,2021-03-06 15:52:19
1368,301,2,2021-03-06 15:52:19
1369,301,2,2021-03-06 15:52:19
1370,301,2,2021-03-06 15:52:19
1371,301,2,2021-03-06 15:52:19
1372,302,1,2021-03-06 15:52:19
1373,302,1,2021-03-06 15:52:19
1374,302,2,2021-03-06 15:52:19
1375,302,2,2021-03-06 15:52:19
1376,302,2,2021-03-06 15:52:19
1377,302,2,2021-03-06 15:52:19
1378,303,1,2021-03-06 15:52:19
1379,303,1,2021-03-06 15:52:19
1380,303,1,2021-03-06 15:52:19
1381,303,1,2021-03-06 15:52:19
1382,303,2,2021-03-06 15:52:19
1383,303,2,2021-03-06 15:52:19
1384,304,1,2021-03-06 15:52:19
1385,304,1,2021-03-06 15:52:19
1386,304,1,2021-03-06 15:52:19
1387,304,1,2021-03-06 15:52:19
1388,304,2,2021-03-06 15:52:19
1389,304,2,2021-03-06 15:52:19
1390,305,1,2021-03-06 15:52:19
1391,305,1,2021-03-06 15:52:19
1392,305,1,2021-03-06 15:52:19
1393,305,1,2021-03-06 15:52:19
1394,305,2,2021-03-06 15:52:19
1395,305,2,2021-03-06 15:52:19
1396,305,2,2021-03-06 15:52:19
1397,306,1,2021-03-06 15:52:19
1398,306,1,2021-03-06 15:52:19
1399,306,1,2021-03-06 15:52:19
1400,307,1,2021-03-06 15:52:19
1401,307,1,2021-03-06 15:52:19
1402,307,1,2021-03-06 15:52:19
1403,307,2,2021-03-06 15:52:19
1404,307,2,2021-03-06 15:52:19
1405,307,2,2021-03-06 15:52:19
1406,308,1,2021-03-06 15:52:19
1407,308,1,2021-03-06 15:52:19
1408,308,2,2021-03-06 15:52:19
1409,308,2,2021-03-06 15:52:19
1410,309,1,2021-03-06 15:52:19
1411,309,1,2021-03-06 15:52:19
1412,309,2,2021-03-06 15:52:19
1413,309,2,2021-03-06 15:52:19
1414,309,2,2021-03-06 15:52:19
1415,309,2,2021-03-06 15:52:19
1416,310,1,2021-03-06 15:52:20
1417,310,1,2021-03-06 15:52:20
1418,311,1,2021-03-06 15:52:20
1419,311,1,2021-03-06 15:52:20
1420,311,1,2021-03-06 15:52:20
1421,311,2,2021-03-06 15:52:20
1422,311,2,2021-03-06 15:52:20
1423,311,2,2021-03-06 15:52:20
1424,311,2,2021-03-06 15:52:20
1425,312,2,2021-03-06 15:52:20
1426,312,2,2021-03-06 15:52:20
1427,312,2,2021-03-06 15:52:20
1428,313,1,2021-03-06 15:52:20
1429,313,1,2021-03-06 15:52:20
1430,313,1,2021-03-06 15:52:20
1431,313,1,2021-03-06 15:52:20
1432,313,2,2021-03-06 15:52:20
1433,313,2,2021-03-06 15:52:20
1434,314,1,2021-03-06 15:52:20
1435,314,1,2021-03-06 15:52:20
1436,314,2,2021-03-06 15:52:20
1437,314,2,2021-03-06 15:52:20
1438,314,2,2021-03-06 15:52:20
1439,314,2,2021-03-06 15:52:20
1440,315,2,2021-03-06 15:52:20
1441,315,2,2021-03-06 15:52:20
1442,315,2,2021-03-06 15:52:20
1443,316,2,2021-03-06 15:52:20
1444,316,2,2021-03-06 15:52:20
1445,317,1,2021-03-06 15:52:20
1446,317,1,2021-03-06 15:52:20
